Movie,ProductionBudget,DomesticGross,WorldwideGross
Bound,4500000,3802260,7011317
Salvando al Soldado Perez,4500000,1400726,9330465
After Hours,4500000,10609321,10609321
Police Academy,4500000,81198894,81198894
Four Weddings and a Funeral,4500000,52700832,242895809
The Blue Lagoon,4500000,47923795,47923795
Fast Times at Ridgemont High,4500000,27092880,27092880
Secrets & Lies,4500000,13417292,13417292
25th Hour,4500000,13084595,25344490
Moby Dick,4500000,10400000,10400000
Donnie Darko,4500000,1480006,7510877
The Lobster,4500000,9196278,18019834
Requiem for a Dream,4500000,3635482,7389233
State Fair,4500000,3500000,3500000
LÃ¥t den rÃ¤tte komma in,4500000,2122085,12247682
Tango,4500000,1687311,5428387
Salvador,4500000,1500000,1500000
The Final Girls,4500000,0,0
Hansel & Gretel Get Baked,4500000,0,0
R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0
Silent Movie,4400000,36145695,36145695
One Flew Over the Cuckoo's Nest,4400000,108981275,108997629
Airlift (2016),4400000,0,9969237
Anna,4357373,0,1200000
Whale Rider,4300000,20779666,39374600
Sexy Beast,4300000,6946056,10158355
Paa,4300000,199228,9791282
Snabba Cash,4300000,188870,10212403
George A. Romero's Survival of the Dead,4200000,101740,101740
High School Musical,4200000,0,0
Cargo,4200000,0,313230
Animal Kingdom,4200000,1044039,8078683
Nochnoy dozor,4200000,1502188,33913542
Night of the Living Dead,4200000,5835247,5835247
Love and Death on Long Island,4030000,2542264,2542264
Adoration,4000000,294244,384244
An Everlasting Piece,4000000,75078,75078
Trust,4000000,120016,120016
Tau ming chong,4000000,129078,38899792
Manglehorn,4000000,132270,797439
Mondays in the Sun,4000000,146402,146402
Guten Tag Ramon,4000000,154356,4854356
Desert Dancer,4000000,155271,596335
Polina danser sa vie,4000000,165203,953314
The Big Tease,4000000,185577,185577
Psycho Beach Party,4000000,267972,267972
Holy Motors,4000000,641054,4230426
Shooting Fish,4000000,302204,302204
Prison,4000000,354704,354704
Joe,4000000,373375,373375
The Face of Love,4000000,385069,1158877
The Loss of Sexual Innocence,4000000,399793,399793
Poolhall Junkies,4000000,563711,563711
The Signal,4000000,600896,2665322
The Velocity of Gary,4000000,34145,34145
MirrorMask,4000000,864959,973613
Red State,4000000,1065429,1983596
Thumbsucker,4000000,1328679,1919197
Among Giants,4000000,64359,64359
Perfectos Desconocidos,4000000,0,31166312
Stake Land,4000000,33245,679482
Praia do Futuro,4000000,20620,760678
Chain of Command,4000000,0,0
How to Fall in Love,4000000,0,0
The Perfect Wave,4000000,0,0
The Veil,4000000,0,0
The Helpers,4000000,0,0
Replicas,4000000,0,0
Purple Violets,4000000,0,0
Hell's Angels,4000000,0,0
1776,4000000,0,0
The Loved Ones,4000000,0,12302
Nothing,4000000,0,63180
A Lonely Place to Die,4000000,0,442550
Down a Dark Hall,4000000,0,2842176
Patients of a Saint,4000000,0,2982102
Geograf globus propil,4000000,0,4454853
CafarnaÃºm,4000000,1660708,65233793
Inescapable,4000000,4327,4327
Another Happy Day,4000000,9120,978527
13 Sins,4000000,9134,47552
The Last Time I Committed Suicide,4000000,12836,12836
Sonny,4000000,17639,17639
The Art of Getting By,4000000,1430241,1989035
The Barbarians,4000000,800000,800000
You Kill Me,4000000,2426851,3858964
What the #'! Do We Know,4000000,10941801,11704768
Saving Grace,4000000,12178602,27786849
They Live,4000000,13000000,13000774
The Return of the Living Dead,4000000,14237880,14237880
Trapeze,4000000,14400000,14400000
The Front Page,4000000,15000000,15000000
The Last Exorcism Part II,4000000,15179303,25448707
Late Night,4000000,15500045,22373378
A Haunted House 2,4000000,17329487,21206861
Samsara,4000000,2672413,5966671
The Kids Are All Right,4000000,20811365,36275469
Exodus,4000000,21750000,21750000
Boyhood,4000000,25379975,57273049
Monster's Ball,4000000,31273922,43766463
Leaving Las Vegas,4000000,31983777,49800000
The Greatest Show on Earth,4000000,36000000,36000000
The Boy Next Door,4000000,36006065,53401938
Annie Hall,4000000,38251425,38251425
Lost in Translation,4000000,44585453,117085297
The Crying Game,4000000,62546695,62546695
Peter Pan,4000000,87400000,87400000
Porky's,4000000,109492484,109492484
The Great Escape,4000000,11744471,11972561
Life of Brian,4000000,20182359,20513688
El orfanato,4000000,7159147,79250193
The Night Listener,4000000,7836393,10770993
Love Stinks,4000000,2793776,2793776
Talk Radio,4000000,3468572,3468572
The Real Cancun,4000000,3816594,4188034
Secretary,4000000,4046737,9412015
Four Rooms,4000000,4301000,4301000
Let's Go to Prison,4000000,4630045,4630045
Topaz,4000000,6000000,6000000
The Rules of Attraction,4000000,6525762,11799060
Bug,4000000,7006708,8302995
The Jerky Boys,4000000,7555256,7555256
The Misfits,4000000,8200000,8200000
The Cooler,4000000,8291572,11131455
Traffik,4000000,9186156,9561231
The Visitor,4000000,9427026,19174817
3 Strikes,4000000,9821335,9821335
The Wash,4000000,10097096,10097096
Scoop,4000000,10525717,40103262
The Darkness,4000000,10753574,10904495
The Lighthouse,4000000,10867104,18266103
Waiting for Guffman,4000000,2922988,2922988
Against the Ropes,39000000,5881504,6429865
Shoot 'Em Up,39000000,12796824,26796824
The Time Travelerâs Wife,39000000,63414846,102332135
Sgt. Bilko,39000000,30356589,37956589
Serenity,39000000,25514517,40319440
Superman III,39000000,59950623,80200000
Frankenweenie,39000000,35287788,81150788
Because I Said So,39000000,42674040,69538833
Intolerance,385907,0,0
Yi dai zong shi,38600000,6594959,57987299
The Thing,38000000,16999934,27573078
Push,38000000,31811527,49678401
Angel Eyes,38000000,24044532,29544532
Joe Somebody,38000000,22770864,24515990
Overlord,38000000,21704844,39178189
The Ninth Gate,38000000,18653746,58394308
Only the Brave,38000000,18340051,24555177
Extreme Measures,38000000,17378193,17378193
The Kitchen,38000000,12180032,15779653
Rock Star,38000000,16991902,19317765
Texas Rangers,38000000,623374,623374
White Squall,38000000,10229300,10229300
City of Ember,38000000,7873007,17831558
Switchback,38000000,6504442,6504442
The Sisters Brothers,38000000,3143056,13119947
Virgin Territory,38000000,0,5473041
Rush,38000000,26947624,98230839
Enough,38000000,39177215,50970660
The 5th Wave,38000000,34912982,111336398
Paul Blart: Mall Cop 2,38000000,71091594,107650646
Sweet Home Alabama,38000000,127214072,182365114
The Ugly Truth,38000000,88915214,205298907
Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296
Star Trek: Generations,38000000,75671262,120000000
Heartbreakers,38000000,40334024,57753825
Captain Underpants: The First Epic Movie,38000000,73921000,126422949
The Fast and the Furious,38000000,144512310,206458372
Mouse Hunt,38000000,61894591,61894591
Riddick,38000000,42025135,94763758
The Hurricane,38000000,50699241,73956241
Life as We Know It,38000000,53374681,105887837
Water for Elephants,38000000,58709717,116809717
Why Him?,38000000,60323786,117425156
Pirates of the Caribbean: On Stranger Tides,379000000,241063875,1045663875
The Broadway Melody,379000,2800000,4358000
The Evil Dead,375000,2400000,29400000
Trekkies,375000,617172,617172
The Express,37500000,9793406,9813309
The Upside,37500000,108235497,125818440
What to Expect When You're Expecting,37500000,41152203,88473016
The Master,37500000,16247159,50879131
Burn After Reading,37000000,60355347,168167798
Game Night,37000000,69179066,117378084
13 Going On 30,37000000,57139723,97658712
Tyler Perryâs Temptation,37000000,51975354,53143144
The Town,37000000,92186262,152566881
Nim's Island,37000000,48006762,101857425
How to be Single,37000000,46843513,100003780
Cop Out,37000000,44875481,55909910
Space Chimps,37000000,30105968,67029956
Magnolia,37000000,22450975,48446802
Aloha,37000000,21052030,25387091
Dolphin Tale,37000000,72286779,96068724
The Rite,37000000,33047633,97143987
Creed,37000000,109767581,173567581
Twilight,37000000,192769854,402280159
We're the Millers,37000000,150394119,267816276
Avengers: Age of Ultron,365000000,459005868,1396099202
Obitaemyy ostrov,36500000,0,15000000
Gnomeo and Juliet,36000000,99967670,193737977
Collateral Beauty,36000000,31016021,85309093
Dolphin Tale 2,36000000,42024533,57824533
Breakdown,36000000,50159144,50159144
Hot Tub Time Machine,36000000,50269859,65967750
Never Say Never Again,36000000,55500000,160000000
Blue Streak,36000000,68208190,117448157
John Q.,36000000,71026631,102226631
Snow Falling on Cedars,36000000,14378353,14378353
A Star is Born,36000000,215288866,432195228
Reindeer Games,36000000,23360779,23360779
Ghosts of Mississippi,36000000,13052741,13052741
Gattaca,36000000,12532777,12532777
Isn't She Great,36000000,2954405,2954405
Yip Man 3,36000000,2679437,157300954
There Be Dragons,36000000,1069334,4020990
Queen of the Desert,36000000,0,1578543
A Man Apart,36000000,26500000,43797731
Rotor DR1,350000,0,0
Royal Kill,350000,0,0
51 Birch Street,350000,84689,84689
Maniac,350000,10000000,10000000
My Dog Tulip,350000,246574,310891
Murderball,350000,1531154,1772979
American Ninja 2: The Confrontation,350000,4000000,4000000
Revolution#9,350000,9118,9118
Head of State,35200000,37788228,38283765
License to Wed,35000000,43799818,70187088
Something Borrowed,35000000,39046489,65084116
The Ladykillers,35000000,39692139,77392139
Resident Evil,35000000,40119709,103787401
Max Payne,35000000,40689393,87775050
Donnie Brasco,35000000,41954997,65303052
12 Strong,35000000,45819713,71118378
Must Love Dogs,35000000,43894863,58405313
Underworld 3: Rise of the Lycans,35000000,45802315,89102315
In Time,35000000,37553932,165103952
Goosebumps 2: Haunted Halloween,35000000,46697321,93291478
Poltergeist,35000000,47425125,95713069
Malcolm X,35000000,48169910,48169910
Old Dogs,35000000,49492060,95104304
The Nativity Story,35000000,37629831,46309644
Mile 22,35000000,36108758,66295121
The Back-up Plan,35000000,37490007,75281179
The Bad News Bears,35000000,32868349,33500620
Mirrors,35000000,30691439,77220596
Radio,35000000,52333738,53293628
Adrift,35000000,31445011,57897191
From Hell,35000000,31598308,68712365
House of Wax,35000000,32064800,70064800
The Pianist,35000000,32519322,111854182
Black Knight,35000000,33422806,33422806
J. Edgar,35000000,37306030,84606030
Street Fighter,35000000,33423000,99423000
Closer,35000000,33987757,116177695
The Foreigner,35000000,34393507,140783360
Concussion,35000000,34531832,50363790
Hot Pursuit,35000000,34580201,45671512
Bounce,35000000,36805288,53425292
Sicario: Day of the Soldado,35000000,50065850,75885196
The English Patient,35000000,78716374,231710008
TMNT,35000000,54149098,96096018
Rush Hour,35000000,141186864,245300000
Saving Mr. Banks,35000000,83299761,114962525
Trainwreck,35000000,110212700,141123897
Spy Kids,35000000,112692062,197692062
Horrible Bosses,35000000,117538559,212417601
The Devil Wears Prada,35000000,124740460,326073155
Identity Thief,35000000,134506920,175361578
Lethal Weapon 3,35000000,144731527,319700000
Neighbors 2: Sorority Rising,35000000,55340730,108757621
True Grit,35000000,171243005,252276928
Austin Powers: The Spy Who Shagged Me,35000000,206040085,312383487
Batman,35000000,251188924,411348924
The Blind Side,35000000,255959475,305705794
The Hangover,35000000,277322503,465487583
Nanny McPhee and the Big Bang,35000000,29197642,97799865
Star Trek: The Motion Picture,35000000,82258456,139000000
21,35000000,81159365,159846429
What Happens in Vegas...,35000000,80277646,218535708
Cape Fear,35000000,79091969,182291969
Hotel for Dogs,35000000,73178547,122357172
Guess Who,35000000,68915888,102115888
This is 40,35000000,67544505,90221182
L.A. Confidential,35000000,64604977,126204977
Sky High,35000000,63939454,83109359
In & Out,35000000,63826569,83226569
A Nightmare on Elm Street,35000000,63075011,117729621
The Cell,35000000,61280963,85911226
Species,35000000,60054449,113354449
The Benchwarmers,35000000,59843754,65063726
